epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5005121231079102,9.999999747378752e-05,1.6064839363098145,0.2264665812253952,1.7325319051742554
1,0.6282007694244385,9.999999747378752e-05,1.197727918624878,0.4065484404563904,1.4889991283416748
2,0.6821441054344177,9.999999747378752e-05,0.9896119832992554,0.15279673039913177,1.7181521654129028
3,0.7176510691642761,9.999999747378752e-05,0.9046502113342285,0.33287858963012695,1.768584966659546
4,0.73984295129776,9.999999747378752e-05,0.8063206076622009,0.44065484404563904,1.4041924476623535
5,0.7500853538513184,9.999999747378752e-05,0.7949426174163818,0.44611185789108276,1399.1351318359375
